Fecha,Grupo de edad,variable,value
2020-05-29,20-39,Graves,0.0009739572305737878
2020-05-30,20-39,Graves,0.0009316112640271014
2020-05-31,20-39,Graves,0.0010163031971204743
2020-06-01,20-39,Graves,0.00118568706330722
2020-06-02,20-39,Graves,0.0011433410967605336
2020-06-03,20-39,Graves,0.0012280330298539064
2020-06-04,20-39,Graves,0.0013550709294939656
2020-06-05,20-39,Graves,0.0013127249629472793
2020-06-06,20-39,Graves,0.0013550709294939656
2020-06-07,20-39,Graves,0.0013127249629472793
2020-06-08,20-39,Graves,0.0014397628625873386
2020-06-09,20-39,Graves,0.0015244547956807114
2020-06-10,20-39,Graves,0.0014397628625873386
2020-06-11,20-39,Graves,0.0014397628625873386
2020-06-12,20-39,Graves,0.0013127249629472793
2020-06-13,20-39,Graves,0.0013550709294939656
2020-06-14,20-39,Graves,0.0012703789964005929
2020-06-15,20-39,Graves,0.0012703789964005929
2020-06-16,20-39,Graves,0.0012703789964005929
2020-06-17,20-39,Graves,0.0014821088291340249
2020-06-18,20-39,Graves,0.0013127249629472793
2020-06-19,20-39,Graves,0.0013127249629472793
2020-06-20,20-39,Graves,0.0012280330298539064
2020-06-21,20-39,Graves,0.0012280330298539064
2020-06-22,20-39,Graves,0.0012280330298539064
2020-06-23,20-39,Graves,0.0013550709294939656
2020-06-24,20-39,Graves,0.0013550709294939656
2020-06-25,20-39,Graves,0.0015244547956807114
2020-06-26,20-39,Graves,0.0014821088291340249
2020-06-27,20-39,Graves,0.0012703789964005929
2020-06-28,20-39,Graves,0.0012703789964005929
2020-06-29,20-39,Graves,0.0012703789964005929
2020-06-30,20-39,Graves,0.0012280330298539064
2020-07-01,20-39,Graves,0.00118568706330722
2020-07-02,20-39,Graves,0.001100995130213847
2020-07-03,20-39,Graves,0.001100995130213847
2020-07-04,20-39,Graves,0.001100995130213847
2020-07-05,20-39,Graves,0.0010586491636671606
2020-07-06,20-39,Graves,0.0011433410967605336
2020-07-07,20-39,Graves,0.001100995130213847
2020-07-08,20-39,Graves,0.0010586491636671606
2020-07-09,20-39,Graves,0.0010586491636671606
2020-07-10,20-39,Graves,0.001100995130213847
2020-07-11,20-39,Graves,0.0009316112640271014
2020-07-12,20-39,Graves,0.000889265297480415
2020-07-13,20-39,Graves,0.0009316112640271014
2020-07-14,20-39,Graves,0.0010163031971204743
2020-07-15,20-39,Graves,0.000889265297480415
2020-07-16,20-39,Graves,0.0008469193309337286
2020-07-17,20-39,Graves,0.0009739572305737878
2020-07-18,20-39,Graves,0.000889265297480415
2020-07-19,20-39,Graves,0.0008045733643870422
2020-07-20,20-39,Graves,0.0008045733643870422
2020-07-21,20-39,Graves,0.0007198814312936693
2020-07-22,20-39,Graves,0.0007622273978403557
2020-07-23,20-39,Graves,0.0007622273978403557
2020-07-24,20-39,Graves,0.0007198814312936693
2020-07-25,20-39,Graves,0.0007198814312936693
2020-07-26,20-39,Graves,0.0007622273978403557
2020-07-27,20-39,Graves,0.0008045733643870422
2020-07-28,20-39,Graves,0.0007198814312936693
2020-07-29,20-39,Graves,0.0007198814312936693
2020-07-30,20-39,Graves,0.0006775354647469828
2020-07-31,20-39,Graves,0.0006775354647469828
2020-08-01,20-39,Graves,0.0006351894982002964
2020-08-02,20-39,Graves,0.0005504975651069235
2020-08-03,20-39,Graves,0.0005081515985602372
2020-08-04,20-39,Graves,0.0005081515985602372
2020-08-05,20-39,Graves,0.0004658056320135507
2020-08-06,20-39,Graves,0.0003387677323734914
2020-08-07,20-39,Graves,0.0003387677323734914
2020-08-08,20-39,Graves,0.000296421765826805
2020-08-09,20-39,Graves,0.000296421765826805
2020-08-10,20-39,Graves,0.0003387677323734914
2020-08-11,20-39,Graves,0.000296421765826805
2020-08-12,20-39,Graves,0.0002540757992801186
2020-08-13,20-39,Graves,0.00021172983273343214
2020-08-14,20-39,Graves,0.00021172983273343214
2020-08-15,20-39,Graves,0.00021172983273343214
2020-08-16,20-39,Graves,0.00021172983273343214
2020-08-17,20-39,Graves,0.0002540757992801186
2020-08-18,20-39,Graves,0.0001693838661867457
2020-08-19,20-39,Graves,0.0001693838661867457
2020-08-20,20-39,Graves,0.0001270378996400593
2020-08-21,20-39,Graves,4.2345966546686426e-05
2020-08-22,20-39,Graves,4.2345966546686426e-05
2020-08-23,20-39,Graves,4.2345966546686426e-05
2020-08-24,20-39,Graves,4.2345966546686426e-05
2020-08-25,20-39,Graves,4.2345966546686426e-05
2020-08-26,20-39,Graves,4.2345966546686426e-05
2020-08-27,20-39,Graves,4.2345966546686426e-05
2020-08-28,20-39,Graves,4.2345966546686426e-05
2020-08-29,20-39,Graves,4.2345966546686426e-05
2020-08-30,20-39,Graves,4.2345966546686426e-05
2020-08-31,20-39,Graves,4.2345966546686426e-05
2020-09-01,20-39,Graves,4.2345966546686426e-05
2020-09-02,20-39,Graves,8.469193309337285e-05
2020-09-03,20-39,Graves,8.469193309337285e-05
2020-09-04,20-39,Graves,8.469193309337285e-05
2020-09-05,20-39,Graves,8.469193309337285e-05
2020-09-06,20-39,Graves,8.469193309337285e-05
2020-09-07,20-39,Graves,8.469193309337285e-05
2020-09-08,20-39,Graves,8.469193309337285e-05
2020-09-09,20-39,Graves,8.469193309337285e-05
2020-09-10,20-39,Graves,8.469193309337285e-05
2020-09-11,20-39,Graves,8.469193309337285e-05
2020-09-12,20-39,Graves,8.469193309337285e-05
2020-09-13,20-39,Graves,8.469193309337285e-05
2020-09-14,20-39,Graves,8.469193309337285e-05
2020-09-15,20-39,Graves,4.2345966546686426e-05
2020-09-16,20-39,Graves,4.2345966546686426e-05
2020-09-17,20-39,Graves,4.2345966546686426e-05
2020-09-18,20-39,Graves,4.2345966546686426e-05
2020-09-19,20-39,Graves,4.2345966546686426e-05
2020-09-20,20-39,Graves,0.0
2020-09-21,20-39,Graves,0.0
2020-03-06,40-59,Graves,0.0
2020-03-07,40-59,Graves,0.0
2020-03-08,40-59,Graves,0.0
2020-03-09,40-59,Graves,0.0
2020-03-10,40-59,Graves,0.0
2020-03-11,40-59,Graves,0.0
2020-03-12,40-59,Graves,0.0
2020-03-13,40-59,Graves,0.0
2020-03-14,40-59,Graves,0.0
2020-03-15,40-59,Graves,0.0
2020-03-16,40-59,Graves,0.0
2020-03-17,40-59,Graves,0.0
2020-03-18,40-59,Graves,0.0
2020-03-19,40-59,Graves,0.0
2020-03-20,40-59,Graves,0.0
2020-03-21,40-59,Graves,0.00011542012927054478
2020-03-22,40-59,Graves,0.00011542012927054478
2020-03-23,40-59,Graves,0.00011542012927054478
2020-03-24,40-59,Graves,0.00011542012927054478
2020-03-25,40-59,Graves,0.00011542012927054478
2020-03-26,40-59,Graves,0.00011542012927054478
2020-03-27,40-59,Graves,0.00011542012927054478
2020-03-28,40-59,Graves,0.00011542012927054478
2020-03-29,40-59,Graves,0.00011542012927054478
2020-03-30,40-59,Graves,0.00017313019390581717
2020-03-31,40-59,Graves,0.00023084025854108956
2020-04-01,40-59,Graves,0.00017313019390581717
2020-04-02,40-59,Graves,0.00017313019390581717
2020-04-03,40-59,Graves,0.00017313019390581717
2020-04-04,40-59,Graves,0.00017313019390581717
2020-04-05,40-59,Graves,0.00017313019390581717
2020-04-06,40-59,Graves,0.00017313019390581717
2020-04-07,40-59,Graves,0.00028855032317636197
2020-04-08,40-59,Graves,0.00028855032317636197
2020-04-09,40-59,Graves,0.00028855032317636197
2020-04-10,40-59,Graves,0.00034626038781163435
2020-04-11,40-59,Graves,0.00034626038781163435
2020-04-12,40-59,Graves,0.00034626038781163435
2020-04-13,40-59,Graves,0.00040397045244690673
2020-04-14,40-59,Graves,0.0005771006463527239
2020-04-15,40-59,Graves,0.0006348107109879963
2020-04-16,40-59,Graves,0.0006925207756232687
2020-04-17,40-59,Graves,0.0007502308402585411
2020-04-18,40-59,Graves,0.0008079409048938135
2020-04-19,40-59,Graves,0.0006925207756232687
2020-04-20,40-59,Graves,0.0006348107109879963
2020-04-21,40-59,Graves,0.0007502308402585411
2020-04-22,40-59,Graves,0.001038781163434903
2020-04-23,40-59,Graves,0.0011542012927054479
2020-04-24,40-59,Graves,0.0012119113573407201
2020-04-25,40-59,Graves,0.0014427516158818099
2020-04-26,40-59,Graves,0.0016735918744228994
2020-04-27,40-59,Graves,0.0017313019390581717
2020-04-28,40-59,Graves,0.0016735918744228994
2020-04-29,40-59,Graves,0.0016735918744228994
2020-04-30,40-59,Graves,0.0018467220683287165
2020-05-01,40-59,Graves,0.0019621421975992612
2020-05-02,40-59,Graves,0.0019621421975992612
2020-05-03,40-59,Graves,0.0020198522622345335
2020-05-04,40-59,Graves,0.0020198522622345335
2020-05-05,40-59,Graves,0.001904432132963989
2020-05-06,40-59,Graves,0.0020198522622345335
2020-05-07,40-59,Graves,0.002077562326869806
2020-05-08,40-59,Graves,0.002077562326869806
2020-05-09,40-59,Graves,0.0023084025854108957
2020-05-10,40-59,Graves,0.002481532779316713
2020-05-11,40-59,Graves,0.0024238227146814403
2020-05-12,40-59,Graves,0.002366112650046168
2020-05-13,40-59,Graves,0.0022506925207756235
2020-05-14,40-59,Graves,0.0019621421975992612
2020-05-15,40-59,Graves,0.001904432132963989
2020-05-16,40-59,Graves,0.0021352723915050785
2020-05-17,40-59,Graves,0.0021352723915050785
2020-05-18,40-59,Graves,0.0021929824561403508
2020-05-19,40-59,Graves,0.002077562326869806
2020-05-20,40-59,Graves,0.0021929824561403508
2020-05-21,40-59,Graves,0.0021929824561403508
2020-05-22,40-59,Graves,0.0022506925207756235
2020-05-23,40-59,Graves,0.0022506925207756235
2020-05-24,40-59,Graves,0.0023084025854108957
2020-05-25,40-59,Graves,0.002366112650046168
2020-05-26,40-59,Graves,0.0025392428439519853
2020-05-27,40-59,Graves,0.002827793167128347
2020-05-28,40-59,Graves,0.002943213296398892
2020-05-29,40-59,Graves,0.0030586334256694366
2020-05-30,40-59,Graves,0.0030586334256694366
2020-05-31,40-59,Graves,0.0031163434903047093
2020-06-01,40-59,Graves,0.003289473684210526
2020-06-02,40-59,Graves,0.0037511542012927056
2020-06-03,40-59,Graves,0.003808864265927978
2020-06-04,40-59,Graves,0.003808864265927978
2020-06-05,40-59,Graves,0.004155124653739612
2020-06-06,40-59,Graves,0.004270544783010157
2020-06-07,40-59,Graves,0.004443674976915974
2020-06-08,40-59,Graves,0.004501385041551247
2020-06-09,40-59,Graves,0.004559095106186519
2020-06-10,40-59,Graves,0.0046168051708217915
2020-06-11,40-59,Graves,0.0046168051708217915
2020-06-12,40-59,Graves,0.004501385041551247
2020-06-13,40-59,Graves,0.004443674976915974
2020-06-14,40-59,Graves,0.0043859649122807015
2020-06-15,40-59,Graves,0.004501385041551247
2020-06-16,40-59,Graves,0.004674515235457063
2020-06-17,40-59,Graves,0.004847645429362881
2020-06-18,40-59,Graves,0.004789935364727609
2020-06-19,40-59,Graves,0.004789935364727609
2020-06-20,40-59,Graves,0.004963065558633426
2020-06-21,40-59,Graves,0.004905355493998153
2020-06-22,40-59,Graves,0.004847645429362881
2020-06-23,40-59,Graves,0.004674515235457063
2020-06-24,40-59,Graves,0.0046168051708217915
2020-06-25,40-59,Graves,0.00432825484764543
2020-06-26,40-59,Graves,0.00432825484764543
2020-06-27,40-59,Graves,0.004443674976915974
2020-06-28,40-59,Graves,0.0043859649122807015
2020-06-29,40-59,Graves,0.004155124653739612
2020-06-30,40-59,Graves,0.004212834718374884
2020-07-01,40-59,Graves,0.004155124653739612
2020-07-02,40-59,Graves,0.003981994459833795
2020-07-03,40-59,Graves,0.003808864265927978
2020-07-04,40-59,Graves,0.003808864265927978
2020-07-05,40-59,Graves,0.0037511542012927056
2020-07-06,40-59,Graves,0.003520313942751616
2020-07-07,40-59,Graves,0.003404893813481071
2020-07-08,40-59,Graves,0.0031163434903047093
2020-07-09,40-59,Graves,0.0031740535549399816
2020-07-10,40-59,Graves,0.0031163434903047093
2020-07-11,40-59,Graves,0.0030586334256694366
2020-07-12,40-59,Graves,0.0027123730378578025
2020-07-13,40-59,Graves,0.00265466297322253
2020-07-14,40-59,Graves,0.0025969529085872575
2020-07-15,40-59,Graves,0.002481532779316713
2020-07-16,40-59,Graves,0.0022506925207756235
2020-07-17,40-59,Graves,0.0022506925207756235
2020-07-18,40-59,Graves,0.0023084025854108957
2020-07-19,40-59,Graves,0.0022506925207756235
2020-07-20,40-59,Graves,0.002077562326869806
2020-07-21,40-59,Graves,0.002077562326869806
2020-07-22,40-59,Graves,0.0021352723915050785
2020-07-23,40-59,Graves,0.0017313019390581717
2020-07-24,40-59,Graves,0.0017313019390581717
2020-07-25,40-59,Graves,0.001615881809787627
2020-07-26,40-59,Graves,0.0015581717451523547
2020-07-27,40-59,Graves,0.0014427516158818099
2020-07-28,40-59,Graves,0.0014427516158818099
2020-07-29,40-59,Graves,0.001327331486611265
2020-07-30,40-59,Graves,0.001327331486611265
2020-07-31,40-59,Graves,0.001038781163434903
2020-08-01,40-59,Graves,0.0010964912280701754
2020-08-02,40-59,Graves,0.0009810710987996306
2020-08-03,40-59,Graves,0.0009810710987996306
2020-08-04,40-59,Graves,0.0009233610341643582
2020-08-05,40-59,Graves,0.001038781163434903
2020-08-06,40-59,Graves,0.0010964912280701754
2020-08-07,40-59,Graves,0.0012119113573407201
2020-08-08,40-59,Graves,0.0012119113573407201
2020-08-09,40-59,Graves,0.0012696214219759926
2020-08-10,40-59,Graves,0.0012119113573407201
2020-08-11,40-59,Graves,0.0011542012927054479
2020-08-12,40-59,Graves,0.0012119113573407201
2020-08-13,40-59,Graves,0.0011542012927054479
2020-08-14,40-59,Graves,0.0011542012927054479
2020-08-15,40-59,Graves,0.001038781163434903
2020-08-16,40-59,Graves,0.0008656509695290858
2020-08-17,40-59,Graves,0.0008079409048938135
2020-08-18,40-59,Graves,0.0007502308402585411
2020-08-19,40-59,Graves,0.0006925207756232687
2020-08-20,40-59,Graves,0.0007502308402585411
2020-08-21,40-59,Graves,0.0006348107109879963
2020-08-22,40-59,Graves,0.0006348107109879963
2020-08-23,40-59,Graves,0.0005771006463527239
2020-08-24,40-59,Graves,0.0005771006463527239
2020-08-25,40-59,Graves,0.0005193905817174516
2020-08-26,40-59,Graves,0.00040397045244690673
2020-08-27,40-59,Graves,0.00034626038781163435
2020-08-28,40-59,Graves,0.00028855032317636197
2020-08-29,40-59,Graves,0.00028855032317636197
2020-08-30,40-59,Graves,0.00028855032317636197
2020-08-31,40-59,Graves,0.00034626038781163435
2020-09-01,40-59,Graves,0.00034626038781163435
2020-09-02,40-59,Graves,0.00023084025854108956
2020-09-03,40-59,Graves,0.00017313019390581717
2020-09-04,40-59,Graves,0.00017313019390581717
2020-09-05,40-59,Graves,0.00017313019390581717
2020-09-06,40-59,Graves,0.00017313019390581717
2020-09-07,40-59,Graves,0.00011542012927054478
2020-09-08,40-59,Graves,0.00017313019390581717
2020-09-09,40-59,Graves,0.00017313019390581717
2020-09-10,40-59,Graves,0.00023084025854108956
2020-09-11,40-59,Graves,0.00023084025854108956
2020-09-12,40-59,Graves,0.00023084025854108956
2020-09-13,40-59,Graves,0.00023084025854108956
2020-09-14,40-59,Graves,0.00017313019390581717
2020-09-15,40-59,Graves,0.00017313019390581717
2020-09-16,40-59,Graves,0.00017313019390581717
2020-09-17,40-59,Graves,0.00017313019390581717
2020-09-18,40-59,Graves,0.00011542012927054478
2020-09-19,40-59,Graves,0.00011542012927054478
2020-09-20,40-59,Graves,0.00011542012927054478
2020-09-21,40-59,Graves,5.771006463527239e-05
2020-03-06,>60,Graves,0.0
2020-03-07,>60,Graves,0.0
2020-03-08,>60,Graves,0.0
2020-03-09,>60,Graves,0.0
2020-03-10,>60,Graves,0.0
2020-03-11,>60,Graves,0.0
2020-03-12,>60,Graves,0.0
2020-03-13,>60,Graves,0.0
2020-03-14,>60,Graves,0.0
2020-03-15,>60,Graves,0.0
2020-03-16,>60,Graves,0.0
2020-03-17,>60,Graves,0.0
2020-03-18,>60,Graves,0.0
2020-03-19,>60,Graves,0.0
2020-03-20,>60,Graves,0.0
2020-03-21,>60,Graves,0.00019184652278177457
2020-03-22,>60,Graves,0.00019184652278177457
2020-03-23,>60,Graves,0.00019184652278177457
2020-03-24,>60,Graves,0.00019184652278177457
2020-03-25,>60,Graves,0.00019184652278177457
2020-03-26,>60,Graves,0.00019184652278177457
2020-03-27,>60,Graves,0.00028776978417266187
2020-03-28,>60,Graves,0.00028776978417266187
2020-03-29,>60,Graves,0.00028776978417266187
2020-03-30,>60,Graves,0.00047961630695443646
2020-03-31,>60,Graves,0.0005755395683453237
2020-04-01,>60,Graves,0.00047961630695443646
2020-04-02,>60,Graves,0.00047961630695443646
2020-04-03,>60,Graves,0.00047961630695443646
2020-04-04,>60,Graves,0.00047961630695443646
2020-04-05,>60,Graves,0.00047961630695443646
2020-04-06,>60,Graves,0.00047961630695443646
2020-04-07,>60,Graves,0.000671462829736211
2020-04-08,>60,Graves,0.0007673860911270983
2020-04-09,>60,Graves,0.000671462829736211
2020-04-10,>60,Graves,0.0007673860911270983
2020-04-11,>60,Graves,0.000671462829736211
2020-04-12,>60,Graves,0.00047961630695443646
2020-04-13,>60,Graves,0.0005755395683453237
2020-04-14,>60,Graves,0.0005755395683453237
2020-04-15,>60,Graves,0.0005755395683453237
2020-04-16,>60,Graves,0.000671462829736211
2020-04-17,>60,Graves,0.000671462829736211
2020-04-18,>60,Graves,0.0007673860911270983
2020-04-19,>60,Graves,0.000671462829736211
2020-04-20,>60,Graves,0.000671462829736211
2020-04-21,>60,Graves,0.000671462829736211
2020-04-22,>60,Graves,0.000671462829736211
2020-04-23,>60,Graves,0.0009592326139088729
2020-04-24,>60,Graves,0.0009592326139088729
2020-04-25,>60,Graves,0.0012470023980815348
2020-04-26,>60,Graves,0.0012470023980815348
2020-04-27,>60,Graves,0.0011510791366906475
2020-04-28,>60,Graves,0.00105515587529976
2020-04-29,>60,Graves,0.0012470023980815348
2020-04-30,>60,Graves,0.001342925659472422
2020-05-01,>60,Graves,0.0014388489208633094
2020-05-02,>60,Graves,0.0014388489208633094
2020-05-03,>60,Graves,0.0014388489208633094
2020-05-04,>60,Graves,0.001630695443645084
2020-05-05,>60,Graves,0.0015347721822541965
2020-05-06,>60,Graves,0.001342925659472422
2020-05-07,>60,Graves,0.001342925659472422
2020-05-08,>60,Graves,0.0014388489208633094
2020-05-09,>60,Graves,0.0012470023980815348
2020-05-10,>60,Graves,0.001342925659472422
2020-05-11,>60,Graves,0.001630695443645084
2020-05-12,>60,Graves,0.001630695443645084
2020-05-13,>60,Graves,0.0018225419664268585
2020-05-14,>60,Graves,0.0019184652278177458
2020-05-15,>60,Graves,0.0015347721822541965
2020-05-16,>60,Graves,0.001630695443645084
2020-05-17,>60,Graves,0.001630695443645084
2020-05-18,>60,Graves,0.0017266187050359713
2020-05-19,>60,Graves,0.0022062350119904078
2020-05-20,>60,Graves,0.00211031175059952
2020-05-21,>60,Graves,0.002014388489208633
2020-05-22,>60,Graves,0.002302158273381295
2020-05-23,>60,Graves,0.002398081534772182
2020-05-24,>60,Graves,0.0028776978417266188
2020-05-25,>60,Graves,0.002973621103117506
2020-05-26,>60,Graves,0.0037410071942446045
2020-05-27,>60,Graves,0.004316546762589928
2020-05-28,>60,Graves,0.00460431654676259
2020-05-29,>60,Graves,0.004508393285371702
2020-05-30,>60,Graves,0.00460431654676259
2020-05-31,>60,Graves,0.0047002398081534775
2020-06-01,>60,Graves,0.004892086330935252
2020-06-02,>60,Graves,0.005083932853717026
2020-06-03,>60,Graves,0.004988009592326139
2020-06-04,>60,Graves,0.004988009592326139
2020-06-05,>60,Graves,0.004988009592326139
2020-06-06,>60,Graves,0.005275779376498801
2020-06-07,>60,Graves,0.005371702637889688
2020-06-08,>60,Graves,0.005275779376498801
2020-06-09,>60,Graves,0.005371702637889688
2020-06-10,>60,Graves,0.0057553956834532375
2020-06-11,>60,Graves,0.00565947242206235
2020-06-12,>60,Graves,0.005179856115107914
2020-06-13,>60,Graves,0.005275779376498801
2020-06-14,>60,Graves,0.005467625899280576
2020-06-15,>60,Graves,0.00565947242206235
2020-06-16,>60,Graves,0.005851318944844125
2020-06-17,>60,Graves,0.005947242206235012
2020-06-18,>60,Graves,0.0057553956834532375
2020-06-19,>60,Graves,0.005371702637889688
2020-06-20,>60,Graves,0.005371702637889688
2020-06-21,>60,Graves,0.005083932853717026
2020-06-22,>60,Graves,0.00460431654676259
2020-06-23,>60,Graves,0.00460431654676259
2020-06-24,>60,Graves,0.0044124700239808155
2020-06-25,>60,Graves,0.004316546762589928
2020-06-26,>60,Graves,0.004508393285371702
2020-06-27,>60,Graves,0.004508393285371702
2020-06-28,>60,Graves,0.00422062350119904
2020-06-29,>60,Graves,0.004316546762589928
2020-06-30,>60,Graves,0.004316546762589928
2020-07-01,>60,Graves,0.0038369304556354917
2020-07-02,>60,Graves,0.003645083932853717
2020-07-03,>60,Graves,0.003645083932853717
2020-07-04,>60,Graves,0.003261390887290168
2020-07-05,>60,Graves,0.003357314148681055
2020-07-06,>60,Graves,0.003357314148681055
2020-07-07,>60,Graves,0.003261390887290168
2020-07-08,>60,Graves,0.002973621103117506
2020-07-09,>60,Graves,0.0028776978417266188
2020-07-10,>60,Graves,0.002685851318944844
2020-07-11,>60,Graves,0.002302158273381295
2020-07-12,>60,Graves,0.0022062350119904078
2020-07-13,>60,Graves,0.0022062350119904078
2020-07-14,>60,Graves,0.002014388489208633
2020-07-15,>60,Graves,0.0019184652278177458
2020-07-16,>60,Graves,0.0019184652278177458
2020-07-17,>60,Graves,0.0015347721822541965
2020-07-18,>60,Graves,0.001630695443645084
2020-07-19,>60,Graves,0.0017266187050359713
2020-07-20,>60,Graves,0.0015347721822541965
2020-07-21,>60,Graves,0.001630695443645084
2020-07-22,>60,Graves,0.0017266187050359713
2020-07-23,>60,Graves,0.0018225419664268585
2020-07-24,>60,Graves,0.0014388489208633094
2020-07-25,>60,Graves,0.0015347721822541965
2020-07-26,>60,Graves,0.001630695443645084
2020-07-27,>60,Graves,0.0015347721822541965
2020-07-28,>60,Graves,0.0014388489208633094
2020-07-29,>60,Graves,0.0014388489208633094
2020-07-30,>60,Graves,0.00105515587529976
2020-07-31,>60,Graves,0.0011510791366906475
2020-08-01,>60,Graves,0.0009592326139088729
2020-08-02,>60,Graves,0.00105515587529976
2020-08-03,>60,Graves,0.00105515587529976
2020-08-04,>60,Graves,0.00105515587529976
2020-08-05,>60,Graves,0.00105515587529976
2020-08-06,>60,Graves,0.0009592326139088729
2020-08-07,>60,Graves,0.0009592326139088729
2020-08-08,>60,Graves,0.00105515587529976
2020-08-09,>60,Graves,0.0009592326139088729
2020-08-10,>60,Graves,0.0009592326139088729
2020-08-11,>60,Graves,0.0009592326139088729
2020-08-12,>60,Graves,0.0007673860911270983
2020-08-13,>60,Graves,0.0005755395683453237
2020-08-14,>60,Graves,0.000671462829736211
2020-08-15,>60,Graves,0.000671462829736211
2020-08-16,>60,Graves,0.0007673860911270983
2020-08-17,>60,Graves,0.0007673860911270983
2020-08-18,>60,Graves,0.0007673860911270983
2020-08-19,>60,Graves,0.0008633093525179857
2020-08-20,>60,Graves,0.0007673860911270983
2020-08-21,>60,Graves,0.0005755395683453237
2020-08-22,>60,Graves,0.0005755395683453237
2020-08-23,>60,Graves,0.0005755395683453237
2020-08-24,>60,Graves,0.00038369304556354914
2020-08-25,>60,Graves,0.00038369304556354914
2020-08-26,>60,Graves,0.00038369304556354914
2020-08-27,>60,Graves,0.00038369304556354914
2020-08-28,>60,Graves,0.00038369304556354914
2020-08-29,>60,Graves,0.00038369304556354914
2020-08-30,>60,Graves,0.00028776978417266187
2020-08-31,>60,Graves,0.00028776978417266187
2020-09-01,>60,Graves,0.00019184652278177457
2020-09-02,>60,Graves,0.00019184652278177457
2020-09-03,>60,Graves,0.00019184652278177457
2020-09-04,>60,Graves,0.00019184652278177457
2020-09-05,>60,Graves,9.592326139088728e-05
2020-09-06,>60,Graves,9.592326139088728e-05
2020-09-07,>60,Graves,9.592326139088728e-05
2020-09-08,>60,Graves,9.592326139088728e-05
2020-09-09,>60,Graves,9.592326139088728e-05
2020-09-10,>60,Graves,9.592326139088728e-05
2020-09-11,>60,Graves,9.592326139088728e-05
2020-09-12,>60,Graves,9.592326139088728e-05
2020-09-13,>60,Graves,9.592326139088728e-05
2020-09-14,>60,Graves,9.592326139088728e-05
2020-09-15,>60,Graves,9.592326139088728e-05
2020-09-16,>60,Graves,9.592326139088728e-05
2020-09-17,>60,Graves,9.592326139088728e-05
2020-09-18,>60,Graves,9.592326139088728e-05
2020-09-19,>60,Graves,9.592326139088728e-05
2020-09-20,>60,Graves,9.592326139088728e-05
2020-09-21,>60,Graves,9.592326139088728e-05
2020-03-06,0-9,Graves,0.0
2020-03-07,0-9,Graves,0.0
2020-03-08,0-9,Graves,0.0
2020-03-09,0-9,Graves,0.0
2020-03-10,0-9,Graves,0.0
2020-03-11,0-9,Graves,0.0
2020-03-12,0-9,Graves,0.0
2020-03-13,0-9,Graves,0.0
2020-03-14,0-9,Graves,0.0
2020-03-15,0-9,Graves,0.0
2020-03-16,0-9,Graves,0.0
2020-03-17,0-9,Graves,0.0
2020-03-18,0-9,Graves,0.0
2020-03-19,0-9,Graves,0.0
2020-03-20,0-9,Graves,0.0
2020-03-21,0-9,Graves,0.0
2020-03-22,0-9,Graves,0.0
2020-03-23,0-9,Graves,0.0
2020-03-24,0-9,Graves,0.0
2020-03-25,0-9,Graves,0.0
2020-03-26,0-9,Graves,0.0
2020-03-27,0-9,Graves,0.0
2020-03-28,0-9,Graves,0.0
2020-03-29,0-9,Graves,0.0
2020-03-30,0-9,Graves,0.0
2020-03-31,0-9,Graves,0.0
2020-04-01,0-9,Graves,0.0
2020-04-02,0-9,Graves,0.0
2020-04-03,0-9,Graves,0.0
2020-04-04,0-9,Graves,0.0
2020-04-05,0-9,Graves,0.0
2020-04-06,0-9,Graves,0.0
2020-04-07,0-9,Graves,0.0
2020-04-08,0-9,Graves,0.0
2020-04-09,0-9,Graves,0.0
2020-04-10,0-9,Graves,0.0
2020-04-11,0-9,Graves,0.0
2020-04-12,0-9,Graves,0.0
2020-04-13,0-9,Graves,0.0
2020-04-14,0-9,Graves,0.0
2020-04-15,0-9,Graves,0.0
2020-04-16,0-9,Graves,0.0
2020-04-17,0-9,Graves,0.0
2020-04-18,0-9,Graves,0.0
2020-04-19,0-9,Graves,0.0
2020-04-20,0-9,Graves,0.0
2020-04-21,0-9,Graves,0.0
2020-04-22,0-9,Graves,0.0
2020-04-23,0-9,Graves,0.0
2020-04-24,0-9,Graves,0.0
2020-04-25,0-9,Graves,0.0
2020-04-26,0-9,Graves,0.0
2020-04-27,0-9,Graves,0.0
2020-04-28,0-9,Graves,0.0
2020-04-29,0-9,Graves,0.0
2020-04-30,0-9,Graves,0.0
2020-05-01,0-9,Graves,0.0
2020-05-02,0-9,Graves,0.0
2020-05-03,0-9,Graves,0.0
2020-05-04,0-9,Graves,0.0
2020-05-05,0-9,Graves,0.0
2020-05-06,0-9,Graves,0.0
2020-05-07,0-9,Graves,0.0
2020-05-08,0-9,Graves,0.0
2020-05-09,0-9,Graves,0.0
2020-05-10,0-9,Graves,0.0
2020-05-11,0-9,Graves,0.0
2020-05-12,0-9,Graves,0.0
2020-05-13,0-9,Graves,0.0
2020-05-14,0-9,Graves,0.0
2020-05-15,0-9,Graves,0.0
2020-05-16,0-9,Graves,0.0
2020-05-17,0-9,Graves,0.0
2020-05-18,0-9,Graves,0.0
2020-05-19,0-9,Graves,0.0
2020-05-20,0-9,Graves,0.0
2020-05-21,0-9,Graves,0.0
2020-05-22,0-9,Graves,0.0
2020-05-23,0-9,Graves,0.0
2020-05-24,0-9,Graves,0.0
2020-05-25,0-9,Graves,0.0
